Energy Consumption (kWh),Raw Materials Used (tons),CO2 Emissions (tons),CH4 Emissions (tons),N2O Emissions (tons),Particulate Matter (kg),Flow Rate (m³/s),Temperature (°C),Pressure (Pa),Gas Sensor Readings (ppm),Emission Factor,Carbon Intensity (kg CO2/ton of steel),CO2 Capture (tons),Carbon Credits (tons)
95002,664,1895.936972,59,1,19,5,1572,91798,2331.448593,2.321724639,2442,129,1447.749577
96779,556,1821.681571,70,4,28,12,1585,98697,2089.864129,2.512052157,1890,53,1364.345257
141084,606,1945.457713,62,2,38,8,1507,104173,1696.100352,1.895857092,1820,70,1500.36617
62016,673,1235.823542,57,3,38,10,1556,101197,1315.380604,1.946093526,1597,93,938.6588337
98183,645,2142.991154,63,4,11,9,1581,89517,1760.870724,2.063358494,2117,111,1617.392923
54744,598,1729.777432,69,4,25,12,1433,94445,2052.562854,2.320237171,1483,50,1319.821946
140217,684,2005.933906,22,1,15,14,1548,94521,1603.083545,2.219049889,1430,132,1510.747124
149306,482,1016.095718,32,2,21,11,1444,94177,1221.39505,2.369894809,2023,100,725.876574
96357,532,1559.820569,55,4,31,5,1528,96380,1815.52079,1.825070121,2244,139,1164.856455
80239,504,1471.450456,60,4,16,12,1537,90359,1455.430929,2.44836622,2137,125,1119.160365
146430,636,1710.414549,67,3,13,8,1585,101214,1840.918658,2.589986025,1475,66,1318.331639
146001,468,1036.421945,31,1,17,11,1493,90652,904.6984753,1.837331589,1678,86,771.1375564
62922,583,1820.142834,39,2,28,7,1427,102464,1714.893331,2.196332379,1546,141,1365.114267
50084,517,1744.893548,58,4,19,6,1588,90148,1498.379089,2.391931375,2174,85,1344.914838
102147,579,1875.830796,63,3,10,5,1505,99769,1901.733761,2.181119503,2094,78,1429.664637
110631,670,1330.59212,27,4,14,14,1429,87265,1209.960202,2.274351819,1371,118,990.4736962
65373,489,1169.369005,72,4,15,9,1427,85848,1082.571033,2.536741564,1742,52,872.4952038
55156,487,1064.011579,66,1,36,7,1556,93657,1033.562323,2.23187487,2232,64,767.2092633
88551,482,1405.010286,21,3,38,7,1430,89661,1666.758165,1.989275887,2017,116,1059.008229
88463,419,1325.288903,30,3,28,12,1506,92711,1357.506341,2.390901472,2178,126,992.2311224
99305,506,977.385686,75,2,27,5,1595,89599,1127.216979,2.100343423,1743,118,691.9085488
59653,671,2277.743768,40,4,28,6,1482,90661,2674.699902,2.028092063,1401,70,1742.195015
138334,497,1418.765158,56,3,28,5,1508,98636,1238.176486,1.998724349,2403,72,1084.012127
73068,631,1222.181214,74,4,32,11,1430,91111,1391.87468,1.863490888,1916,96,896.7449711
84787,456,1022.438286,25,4,10,8,1440,90515,1098.437261,2.546325872,1738,135,732.9506284
75673,548,936.6491164,38,2,36,7,1463,93610,940.1172338,2.250686044,1582,83,689.3192931
66155,634,1708.083473,49,2,29,7,1521,99570,1356.787877,2.564080491,2187,90,1309.466778
50570,536,985.3733124,65,3,20,14,1569,102843,1021.013461,2.489431057,2081,139,691.2986499
131736,666,1922.195798,58,4,12,7,1443,91029,1590.98316,1.824182782,2221,96,1483.756638
107492,628,1867.981909,63,3,19,6,1558,103597,2163.361512,1.997828201,1445,80,1411.385528
61769,681,1674.354023,68,4,36,9,1515,101981,2038.209411,2.052288989,1315,84,1258.483218
88921,601,1014.267759,55,3,16,5,1538,94381,1003.165409,2.191857448,2340,56,715.4142071
69075,631,1717.421966,39,3,26,9,1435,98706,1666.352,2.372902877,2048,94,1318.937573
139589,418,938.1635908,73,4,33,14,1507,97098,932.901568,2.344614733,1324,106,693.5308726
60301,415,1410.707401,73,1,35,12,1431,100924,1105.417689,2.589817553,1232,145,1045.565921
121043,455,1149.517193,29,2,25,11,1503,97237,998.3450819,2.538658081,1672,71,866.6137545
105001,513,843.6449867,43,4,16,7,1566,90528,1029.504556,1.949013375,1803,119,589.9159893
98359,467,1294.569844,79,3,22,13,1466,85046,1194.288839,2.487893706,1962,70,942.655875
105119,477,1459.003432,52,1,21,14,1587,97120,1525.649053,2.47434821,2049,98,1093.202746
119191,429,781.2114105,48,3,21,11,1491,86286,839.4670259,2.259838716,1222,96,549.9691284
66347,406,973.6345798,74,1,17,5,1424,104085,1157.240648,2.070496623,2147,76,696.9076639
72053,551,1645.503042,49,4,17,10,1427,95140,1430.088877,1.966893436,2194,59,1258.402434
109056,421,648.7556242,55,2,22,8,1546,85942,775.3051706,1.969965887,2305,135,423.0044993
118028,429,668.3560851,64,3,20,10,1556,95893,632.1499061,2.070260939,1402,93,477.684868
108688,566,1615.26446,25,1,34,7,1577,99002,1955.905205,2.203157206,1754,100,1226.211568
108450,547,1613.788389,77,1,10,9,1418,103674,1542.231348,2.267056705,2330,67,1227.030711
62304,448,1429.899016,66,2,34,7,1455,98142,1146.7504,2.060032063,2297,117,1052.919213
81403,697,1602.542143,33,3,26,11,1545,102287,1243.671187,2.085263307,1400,148,1220.033715
126418,661,1506.784751,76,4,28,9,1572,90452,1858.835958,1.810815495,1584,87,1113.427801
87424,580,1510.746848,22,4,22,8,1512,104043,1224.714254,1.801695612,2111,85,1111.597479
109924,689,2077.096544,43,3,32,14,1487,102515,2119.876036,2.525745963,2242,109,1565.677235
124047,521,1449.413869,38,2,24,11,1501,87368,1468.966097,1.811210981,2043,117,1060.531095
136235,523,1126.880176,57,2,38,11,1525,104928,1071.300889,1.826497136,1844,123,808.5041407
71178,665,1458.407851,53,2,33,14,1481,93658,1398.63567,1.964508246,1894,145,1114.726281
67821,427,1292.106215,28,1,21,13,1440,100763,1276.417544,2.394718789,1844,123,972.684972
131951,658,1690.595007,49,1,30,7,1525,89057,1352.082319,2.343136332,1320,94,1274.476006
50714,476,807.2733192,51,2,26,14,1412,99559,924.6939942,2.31774166,2358,123,595.8186553
124767,593,1070.952016,32,3,12,12,1595,102519,1005.122624,2.259962531,1454,124,775.7616125
132328,434,1389.833246,37,4,16,11,1498,94670,1212.309558,1.961359197,1744,58,1025.866597
122882,513,1794.272321,63,1,11,13,1595,89383,1631.233354,2.118346992,1205,62,1366.417857
74124,461,1000.999639,72,2,11,6,1482,90572,1056.990453,2.182480019,2357,106,743.7997113
139584,451,1025.304899,41,1,34,10,1423,99493,1166.338192,2.265954247,1421,131,734.243919
136951,515,931.6226655,23,1,15,9,1560,85659,770.1816328,1.958743448,2491,106,665.2981324
67511,446,879.256071,79,2,13,7,1496,85185,919.9519057,2.383226932,2081,86,623.4048568
104588,500,1174.629846,42,3,25,11,1472,103460,1129.06143,2.047131687,1914,96,865.7038766
127567,678,1402.632358,26,4,24,9,1582,102815,1656.489232,2.328179256,1833,60,1023.105886
61215,506,1468.841953,63,3,19,10,1402,98184,1798.816622,2.211186532,2355,77,1086.073562
61851,434,1117.853315,74,1,23,8,1402,102130,1217.645412,2.273771569,1251,55,800.2826522
83550,687,2160.336254,30,3,18,11,1429,88834,2257.340906,2.130518725,2478,82,1630.269003
105958,401,1182.568984,58,3,24,11,1545,93724,1348.338824,2.156055244,1941,63,889.0551872
51178,638,1120.456381,77,4,16,9,1593,92259,1118.10681,2.494550129,1548,96,817.3651047
117942,671,1172.087992,78,2,16,11,1570,104359,911.5166282,2.18070027,1469,78,858.6703934
96314,543,1787.174421,61,2,17,11,1465,104477,1966.871101,2.435111059,1604,64,1353.739537
134727,491,1541.260037,60,2,28,14,1426,87863,1603.206809,2.116019668,1816,105,1149.00803
134684,620,1510.217481,53,3,27,12,1499,103817,1247.015094,2.360425714,2382,118,1109.173985
81146,453,797.6099061,24,3,26,5,1504,103307,683.1397223,1.986316159,2392,135,545.0879249
118260,627,2067.314669,61,4,27,8,1509,96316,1788.926515,2.533615201,2494,80,1591.851735
85303,432,847.3252816,44,2,28,5,1418,85640,945.7885738,2.573821067,1817,68,607.8602253
125676,613,963.0656337,47,4,30,7,1415,86484,971.9123421,2.521059497,2023,67,712.452507
104013,535,1791.436292,33,4,17,12,1425,88792,1386.477059,2.077133891,2183,107,1360.149033
138220,647,2017.262693,46,3,22,11,1413,103309,2358.144832,2.021192056,1598,119,1516.810155
139776,452,1304.90745,35,2,36,7,1446,95071,1399.491337,1.945951699,1540,122,961.9259599
135066,463,726.0121109,46,1,20,8,1545,86331,810.6470358,2.49839542,1816,79,530.8096887
138498,436,1114.791988,21,1,38,6,1555,90452,1358.617509,1.894893159,1206,144,834.83359
51201,611,1715.243382,38,3,28,6,1510,100895,1509.557939,2.313864232,1223,84,1320.194705
125547,411,1240.683432,42,3,16,9,1546,103524,1296.271252,2.065171186,1768,66,929.5467455
126087,483,1179.557373,60,3,36,6,1429,92575,1332.987379,1.950334396,1926,65,880.6458982
105103,493,1679.50241,33,3,36,11,1504,86643,1690.244299,1.947588238,1519,146,1245.601928
136142,606,1205.674646,66,1,14,5,1548,91859,1197.277012,2.496776073,1736,117,882.5397167
62664,437,716.4483178,70,2,14,13,1548,88710,870.0276777,2.487856429,1682,144,520.1586542
119856,602,1303.650559,45,4,39,14,1447,94987,1136.524568,2.017623015,1765,82,955.9204472
118624,669,1888.994916,27,1,17,5,1582,98620,2033.394079,1.827013548,2309,85,1437.195933
91456,474,1409.82503,46,2,19,5,1557,104136,1741.337103,2.495269423,1702,60,1031.860024
58664,527,1568.87573,66,3,14,13,1441,100776,1349.223063,1.845860275,2001,109,1193.100584
102534,551,948.462558,59,4,35,11,1564,91193,930.6370518,1.867776148,1962,53,668.7700464
116696,409,1337.503174,47,2,24,14,1440,93430,1655.452617,2.457536561,2260,112,982.0025391
60714,437,900.9486564,23,2,32,8,1573,92402,691.8628618,2.45377568,1485,149,646.7589251
54312,504,967.5903965,78,4,25,7,1495,85318,1030.413419,1.961991754,1706,54,687.0723172
70845,564,1539.108034,57,2,38,9,1493,93753,1465.647488,1.830574674,1825,113,1173.286427
134686,431,829.1139022,30,2,37,6,1587,90212,941.4970057,1.850385758,1954,134,576.2911217
100703,611,1537.323038,63,4,19,10,1487,95569,1401.454936,2.162711393,2411,126,1137.858431
85215,413,955.7065293,43,4,33,10,1400,100779,894.9634286,2.134587666,1329,53,677.5652235
137564,629,1235.399102,47,1,17,5,1453,104797,1245.057964,1.945831169,1503,84,904.3192819
146845,531,1106.66733,60,3,28,14,1515,98787,1021.388716,2.527232209,2123,75,807.3338638
91078,551,1297.502769,37,3,13,13,1434,97230,1141.526262,2.241927372,1926,75,939.0022152
86264,495,1085.198743,68,2,23,5,1543,104043,1006.702937,2.445871139,1735,68,805.1589943
84484,409,925.6289916,40,3,38,10,1404,100358,1114.434625,1.882980812,2472,86,653.5031933
142995,415,1232.910736,45,1,17,11,1558,86507,1135.92711,2.578766829,1426,60,903.3285887
136857,566,1039.606061,22,2,30,12,1508,92089,1247.232216,2.447790117,1857,115,757.6848489
149976,495,1363.842401,78,3,23,6,1436,98736,1162.68906,2.030259234,1523,80,1000.073921
92162,417,1191.083585,32,3,21,12,1518,87020,1293.62444,1.816628441,1207,67,875.8668679
116991,406,1260.294681,57,2,10,14,1552,101325,1414.657084,1.93160703,2057,124,929.2357452
129567,583,1862.483486,47,4,32,6,1506,101538,1500.571124,2.134804933,1255,93,1401.986789
138465,644,1170.36122,33,1,28,6,1512,92378,1196.101037,1.802388362,1750,65,850.288976
147673,481,854.5068522,78,2,27,13,1589,102988,646.4714344,1.832672407,2179,107,587.6054818
89794,530,1446.657274,20,2,21,11,1552,94876,1756.405469,1.878908817,1473,51,1066.325819
79237,528,1591.303877,47,3,19,12,1466,103920,1610.608069,2.447773168,2320,108,1222.043102
115294,688,1406.721168,78,4,30,5,1437,94471,1080.900626,2.237492644,1857,145,1055.376934
118007,473,1206.951456,55,3,10,14,1575,97343,1317.522038,1.952784607,2321,97,882.5611652
50367,458,1394.371318,73,2,23,10,1591,104283,1663.281105,2.011573018,1966,135,1047.497055
63417,471,1429.487928,69,2,18,5,1529,85868,1599.25475,2.313742999,2434,85,1054.590342
102328,559,1569.470946,30,3,35,9,1591,88013,1282.055037,2.054888124,1764,57,1168.576757
118910,486,805.5816404,62,4,39,6,1596,104694,821.6480784,2.345706004,2256,85,564.4653124
56773,416,666.1356917,59,2,24,13,1547,85682,743.7733205,2.422582595,1476,74,457.9085534
64205,488,1111.122623,23,1,30,7,1485,95455,1278.10772,2.045299546,2166,89,827.8980981
105443,548,851.2494194,53,4,31,14,1410,86461,645.2479168,2.093210153,2000,144,601.9995355
137905,405,1339.856909,20,2,32,11,1518,101529,1194.977819,1.840059376,2099,53,996.885527
134117,483,743.9597462,75,4,23,6,1481,103358,887.0394809,2.455838671,1626,92,498.1677969
104063,483,753.1060248,29,4,18,14,1558,90627,662.1428145,2.284856288,2353,123,522.4848199
97119,649,1188.094937,36,1,20,8,1434,86820,1171.777718,2.510614796,1495,76,853.4759497
83668,553,1522.978736,26,2,14,14,1571,91962,1672.737202,1.951135693,1761,87,1154.382988
132112,471,1216.644,58,4,21,7,1582,93796,1512.044396,2.568480353,1678,130,914.3152003
52770,508,1432.038931,32,2,25,5,1444,86606,1378.953516,2.365388538,1774,87,1060.631145
112537,511,1679.713354,41,2,29,14,1548,102931,1682.799511,1.957288272,1309,113,1254.770683
94308,571,1376.047933,75,4,37,10,1579,91973,1416.386483,2.17037745,2061,138,1025.838347
87948,586,930.4226437,77,3,12,9,1547,87772,806.7533731,2.359160757,2401,66,686.338115
100102,684,2070.463383,20,4,14,10,1408,103371,1934.515053,1.813578118,2467,62,1590.370707
53606,672,2099.280238,47,3,39,5,1494,94577,2030.493425,2.424229314,1796,134,1624.42419
130214,417,667.1068921,52,3,35,12,1536,104280,506.7755575,2.558144228,1313,128,462.6855137
83025,567,1125.891099,32,3,35,8,1585,95011,848.7048779,1.865197092,2339,73,835.7128792
100373,481,1462.814121,20,3,38,11,1598,91975,1261.171504,2.518494209,1748,56,1099.251297
64388,474,1067.595166,57,4,28,12,1560,95846,1074.120001,2.171555143,1337,113,766.0761329
132570,648,1584.556212,74,3,14,7,1400,95311,1945.590692,2.212478974,1728,112,1214.64497
80920,530,1667.566287,77,2,33,8,1402,94137,2061.615863,2.47208641,2082,71,1281.05303
85193,600,1013.543446,44,4,27,13,1566,94497,1088.132412,2.27172649,1479,102,752.8347569
65011,695,1983.925211,61,1,38,13,1539,91582,2308.306233,2.081140604,1376,123,1524.140169
147883,467,901.2954172,40,3,13,11,1493,96986,1081.869676,2.386072885,1945,146,630.0363338
81254,419,681.0018992,52,4,33,7,1543,96514,796.4787202,1.910661723,1441,61,469.8015194
108266,670,1892.747113,76,3,24,8,1577,86350,1934.110529,2.333020116,1741,121,1462.19769
148701,492,857.4696569,56,2,39,11,1487,97912,945.0059854,2.419699022,1280,71,604.9757255
61106,532,1592.815723,73,3,14,10,1426,101012,1197.511705,2.067815753,1212,88,1214.252579
71786,694,1322.355083,76,4,17,10,1428,97625,1420.256391,2.576186152,1643,96,1005.884066
106852,695,1109.931708,53,2,25,8,1526,92985,1068.788618,2.312481492,1337,113,825.9453666
66944,534,907.0496926,22,3,31,14,1519,100999,972.6802777,1.876542959,2416,93,632.6397541
123917,432,1374.857495,49,1,10,12,1504,98395,1508.498995,2.573027541,1590,65,1037.885996
91164,692,1551.420011,74,3,14,13,1477,92280,1239.503809,2.395194453,2030,108,1168.136009
126743,431,907.0538449,22,3,35,14,1468,104414,1076.918479,2.356515814,2460,83,656.6430759
78715,442,1097.219757,37,2,27,11,1506,102059,919.3230175,2.002599799,1654,95,818.7758053
104251,691,1911.21281,42,3,25,12,1579,85368,1443.405567,2.17851751,1749,129,1456.970248
118907,680,1070.459054,27,4,32,14,1501,91770,1032.836203,2.520840724,1509,127,765.3672429
114506,507,1671.263153,28,4,39,6,1405,94395,1328.37498,2.046523502,1687,119,1255.010522
146895,495,1691.396551,21,2,19,8,1551,88360,2077.015763,2.138665471,1567,104,1269.117241
85809,465,1085.595339,21,4,13,7,1439,102855,968.2490808,2.005401586,2392,123,805.4762712
56844,408,948.7051845,46,1,27,10,1432,102732,817.593936,1.972721332,1372,73,693.9641476
137318,629,2048.728381,67,3,26,6,1536,104400,1804.91917,1.834972044,2442,76,1559.982705
99864,620,1462.34663,58,2,30,11,1576,102053,1303.942406,2.389519803,1787,122,1101.877304
126412,677,2174.781172,55,4,36,12,1466,90727,1699.127604,1.872607362,2435,65,1657.824937
138867,498,775.2235967,24,1,35,8,1550,102638,790.7306212,2.225059382,2361,51,530.1788774
87174,670,1661.131816,20,1,22,12,1421,97611,1260.803373,1.839836384,1960,80,1277.905453
95933,662,2254.016055,41,2,17,12,1471,87008,2532.128168,2.587101552,1437,112,1704.212844
63144,563,1129.158046,29,2,17,7,1477,102210,1280.312952,2.367556618,2112,96,816.3264366
57649,415,843.408501,64,4,21,5,1493,103695,801.1106751,2.304307706,1831,68,576.7268008
86645,568,1567.819715,43,3,38,7,1515,93740,1936.899363,1.949114737,1210,105,1197.255772
102674,420,1408.000342,78,1,35,14,1535,86634,1606.383036,2.22244325,1600,60,1057.400274
62818,427,810.2258741,34,1,27,5,1546,92908,657.5248404,2.202846464,1402,135,596.1806992
86880,482,1611.471589,52,2,15,6,1508,98623,1998.102504,2.086918948,1726,142,1219.177271
110109,672,1899.077032,69,1,16,12,1565,100548,2226.783797,1.924889556,1715,144,1469.261626
147309,435,1516.451163,42,2,35,8,1533,95304,1671.122052,2.093704748,2056,57,1143.160931
87333,675,2006.719443,33,3,26,13,1579,89719,2160.684307,2.287283256,1380,123,1506.375554
104058,632,1792.099883,37,2,14,11,1433,89448,1885.961159,2.189880303,1630,55,1376.679907
104575,503,1574.292591,44,3,31,7,1473,100280,1960.172153,2.256035394,1934,80,1208.434073
75130,405,749.3636586,41,4,32,5,1494,86007,741.3051488,2.257614312,1612,148,527.4909269
76716,422,1431.411857,63,2,36,5,1538,98448,1192.242985,1.99573983,1742,99,1055.129486
81297,569,1041.947689,63,4,34,5,1442,102394,934.8660241,1.88878016,1528,78,773.5581512
69062,551,854.7887476,56,3,28,14,1434,95965,801.4569942,2.217401124,1759,70,618.8309981
79492,643,1861.943898,26,1,17,7,1538,92664,1691.045847,2.513897733,2407,90,1431.555118
136861,640,1196.282145,45,4,35,9,1567,104184,915.3665114,2.596292767,2160,118,859.0257164
106481,660,1991.554197,43,2,28,12,1559,98908,1567.081435,2.428719645,1330,118,1512.243358
125724,445,1375.08469,32,2,36,12,1576,98749,1034.701917,1.97689344,2498,137,1004.067752
116377,672,1326.123779,60,4,34,6,1489,90057,1444.886056,2.304258689,1861,128,972.8990236
60567,474,793.2108734,25,4,17,13,1584,89461,858.4541282,1.99109313,1570,105,549.5686987
86806,682,1706.119798,40,4,34,13,1464,88152,1337.708039,2.261161844,1655,77,1292.895838
124457,595,1951.860028,26,2,30,11,1447,88130,1771.492969,2.184550434,1224,83,1465.488022
119885,422,1348.113689,37,4,36,14,1579,100869,1201.851599,2.105244556,2217,105,980.4909514
125191,486,842.8041477,34,4,34,9,1438,97625,823.2530576,2.313311411,2204,126,595.2433182
97674,520,1783.374595,27,3,38,9,1581,90534,1657.376272,2.486169569,1508,104,1367.699676
130415,548,1111.288318,79,4,28,12,1552,89469,1289.378978,2.069981204,1378,93,809.0306545
120482,549,1207.131512,71,4,16,12,1503,88380,1438.104305,2.189003561,1405,81,872.7052099
93127,464,834.3186256,35,2,12,9,1572,86630,711.6908868,2.1646599,1204,135,592.4549005
73502,559,1260.883715,68,2,15,10,1556,94337,1021.944976,1.99937918,1377,78,911.7069724
145029,683,1892.785751,22,1,17,10,1500,95586,2213.902162,2.136889247,1514,52,1426.228601
122193,481,1208.347286,64,2,27,10,1431,85035,1209.251019,1.817267609,2116,118,875.677829
100724,406,1280.962062,28,2,24,9,1522,102108,1168.476592,2.213945617,2046,60,945.7696495
128802,581,1616.691543,71,2,33,13,1493,103890,1254.061557,2.376634199,1330,97,1242.353234
56240,413,837.1877334,66,2,26,5,1523,88297,881.6108879,2.094089137,2448,102,591.7501867
136886,582,1521.857869,45,4,13,14,1522,85890,1299.45804,2.397259344,1505,105,1136.486295
98544,443,721.3733375,45,1,16,7,1481,96041,554.6231073,2.400524892,1509,102,484.09867
66640,573,1525.085983,49,2,39,11,1507,86400,1483.000363,2.58729229,2314,75,1133.068786
82895,413,941.3623232,46,4,26,13,1466,98499,987.0831147,2.236755314,1461,58,683.0898586
145387,699,1186.061092,35,2,31,6,1411,92919,991.1775718,2.123251283,2008,124,872.8488735
61920,472,998.2459716,67,1,35,8,1585,89101,1073.839727,2.31161946,1637,114,725.5967773
129928,622,2050.220219,70,3,15,12,1419,92571,1731.29604,2.301261026,1721,105,1557.176175
130453,401,1071.502434,23,3,39,9,1449,104044,814.7382403,2.589873749,2341,77,785.2019471
80643,609,2013.676586,70,1,22,12,1535,97596,1660.208295,2.366155116,2397,72,1547.941269
79227,660,1532.261263,38,4,16,6,1558,96197,1598.910773,2.045264369,1429,80,1137.80901
73251,489,1690.87261,53,4,18,12,1551,99800,1805.268196,1.950007885,1356,115,1298.698088
